Genome_ID	Database	Virulence factor	Identity	Query / Template length	Contig	Position in contig	Protein function	Accession number
GCA_021081115.1	virulence_ecoli	traT	100	732 / 732	"JAHVSA010000062.1 Escherichia coli strain 11_A_12_2_1 NODE_62_length_16921_cov_78.254674, whole genome shotgun sequence"	11106..11837	  Outer membrane protein complement resistance	CP009167
GCA_021081115.1	virulence_ecoli	yehA	98.16	1035 / 1035	"JAHVSA010000011.1 Escherichia coli strain 11_A_12_2_1 NODE_11_length_136504_cov_48.938135, whole genome shotgun sequence"	87014..88048	"  Outer membrane lipoprotein, YHD fimbriael cluster"	CP042934
GCA_021081115.1	virulence_ecoli	yehB	98.71	2481 / 2481	"JAHVSA010000011.1 Escherichia coli strain 11_A_12_2_1 NODE_11_length_136504_cov_48.938135, whole genome shotgun sequence"	88064..90544	" Usher, YHD fimbriael cluster"	CP042934
GCA_021081115.1	virulence_ecoli	yehC	97.63	675 / 675	"JAHVSA010000011.1 Escherichia coli strain 11_A_12_2_1 NODE_11_length_136504_cov_48.938135, whole genome shotgun sequence"	90560..91234	" Chaperone, YHD fimbriael cluster"	CP042934
GCA_021081115.1	virulence_ecoli	yehD	98.71	543 / 543	"JAHVSA010000011.1 Escherichia coli strain 11_A_12_2_1 NODE_11_length_136504_cov_48.938135, whole genome shotgun sequence"	91314..91856	" Major pilin subunit, YHD fimbriael cluster"	CP042934
GCA_021081115.1	stx	stx2	99.6	1242 / 1242	"JAHVSA010000027.1 Escherichia coli strain 11_A_12_2_1 NODE_27_length_57792_cov_59.372045, whole genome shotgun sequence"	55077..56318	"O9 CB10366, variant i"	FN252457
GCA_021082345.1	virulence_ecoli	AslA	94.09	1657 / 1656	"JAHVTH010000030.1 Escherichia coli strain 05_A_5_5_1 NODE_30_length_51639_cov_49.257377, whole genome shotgun sequence"	34968..36623		CP054236
GCA_021082345.1	virulence_ecoli	cba	99.93	1536 / 1536	"JAHVTH010000031.1 Escherichia coli strain 05_A_5_5_1 NODE_31_length_49761_cov_63.084720, whole genome shotgun sequence"	10821..12356	  Colicin B	FJ664743
GCA_021082345.1	virulence_ecoli	cia	100	147 / 147	"JAHVTH010000031.1 Escherichia coli strain 05_A_5_5_1 NODE_31_length_49761_cov_63.084720, whole genome shotgun sequence"	3252..3398	  Colicin ia	QMGM01000002
GCA_021082345.1	virulence_ecoli	cma	99.75	816 / 816	"JAHVTH010000031.1 Escherichia coli strain 05_A_5_5_1 NODE_31_length_49761_cov_63.084720, whole genome shotgun sequence"	9217..10032	  Colicin M activity	FJ664724
GCA_021082345.1	virulence_ecoli	csgA	100	456 / 456	"JAHVTH010000001.1 Escherichia coli strain 05_A_5_5_1 NODE_1_length_296130_cov_31.417553, whole genome shotgun sequence"	166905..167360	 curlin major subunit CsgA	CP069646
GCA_021082345.1	virulence_ecoli	eltIIAB-a	98.33	1141 / 1141	"JAHVTH010000052.1 Escherichia coli strain 05_A_5_5_1 NODE_52_length_28461_cov_28.738265, whole genome shotgun sequence"	5061..6201	   Heat-labile enterotoxin LTII-a	JQ031711
GCA_021082345.1	virulence_ecoli	fdeC	92.86	4258 / 4254	"JAHVTH010000016.1 Escherichia coli strain 05_A_5_5_1 NODE_16_length_111581_cov_44.340436, whole genome shotgun sequence"	48080..52330	 intimin-like adhesin FdeC	AP010953
GCA_021082345.1	virulence_ecoli	fimH	100	489 / 489	"JAHVTH010000044.1 Escherichia coli strain 05_A_5_5_1 NODE_44_length_32770_cov_47.566523, whole genome shotgun sequence"	22567..23055	   Type 1 fimbriae	NA
GCA_021082345.1	virulence_ecoli	gad	100	1401 / 1401	"JAHVTH010000013.1 Escherichia coli strain 05_A_5_5_1 NODE_13_length_121133_cov_48.349016, whole genome shotgun sequence"	75973..77373	  Glutamate decarboxylase	AP010953
GCA_021082345.1	virulence_ecoli	gad	99.93	1401 / 1401	"JAHVTH010000040.1 Escherichia coli strain 05_A_5_5_1 NODE_40_length_37044_cov_27.385107, whole genome shotgun sequence"	18412..19812	  Glutamate decarboxylase	U00096
GCA_021082345.1	virulence_ecoli	hlyE	97.82	919 / 918	"JAHVTH010000001.1 Escherichia coli strain 05_A_5_5_1 NODE_1_length_296130_cov_31.417553, whole genome shotgun sequence"	56601..57507	  Avian E. coli haemolysin	ECU57430
GCA_021082345.1	virulence_ecoli	iss	99.66	294 / 294	"JAHVTH010000045.1 Escherichia coli strain 05_A_5_5_1 NODE_45_length_32186_cov_38.404192, whole genome shotgun sequence"	17255..17548	  Increased serum survival	CP001846
GCA_021082345.1	virulence_ecoli	mchB	99.66	294 / 294	"JAHVTH010000035.1 Escherichia coli strain 05_A_5_5_1 NODE_35_length_42510_cov_41.013661, whole genome shotgun sequence"	13633..13926	  Microcin H47 part of colicin H	AJ009631
GCA_021082345.1	virulence_ecoli	mchC	99.94	1551 / 1551	"JAHVTH010000035.1 Escherichia coli strain 05_A_5_5_1 NODE_35_length_42510_cov_41.013661, whole genome shotgun sequence"	14198..15748	  MchC protein	FN554766
GCA_021082345.1	virulence_ecoli	mchF	99.76	2097 / 2097	"JAHVTH010000035.1 Escherichia coli strain 05_A_5_5_1 NODE_35_length_42510_cov_41.013661, whole genome shotgun sequence"	17646..19742	  ABC transporter protein MchF	FN554766
GCA_021082345.1	virulence_ecoli	mcmA	100	279 / 279	"JAHVTH010000035.1 Escherichia coli strain 05_A_5_5_1 NODE_35_length_42510_cov_41.013661, whole genome shotgun sequence"	19996..20274	  Microcin M part of colicin H	AJ515251
GCA_021082345.1	virulence_ecoli	nlpI	99.77	885 / 885	"JAHVTH010000005.1 Escherichia coli strain 05_A_5_5_1 NODE_5_length_166422_cov_45.885186, whole genome shotgun sequence"	108118..109002	  lipoprotein NlpI precursor	CP000243
GCA_021082345.1	virulence_ecoli	stx2i-O9-CB10366	99.6	1242 / 1242	"JAHVTH010000028.1 Escherichia coli strain 05_A_5_5_1 NODE_28_length_64061_cov_46.898411, whole genome shotgun sequence"	7745..8986	   stx2i-O9-CB10366	FN252457
GCA_021082345.1	virulence_ecoli	terC	100	714 / 714	"JAHVTH010000003.1 Escherichia coli strain 05_A_5_5_1 NODE_3_length_233562_cov_43.118680, whole genome shotgun sequence"	162631..163344	  Tellurium ion resistance protein	CP007491
GCA_021082345.1	virulence_ecoli	terC	99.9	959 / 966	"JAHVTH010000027.1 Escherichia coli strain 05_A_5_5_1 NODE_27_length_66242_cov_45.913908, whole genome shotgun sequence"	51423..52381	  Tellurium ion resistance protein	MG591698
GCA_021082345.1	virulence_ecoli	terC	100	1041 / 1041	"JAHVTH010000066.1 Escherichia coli strain 05_A_5_5_1 NODE_66_length_14808_cov_52.120428, whole genome shotgun sequence"	3702..4742	  Tellurium ion resistance protein	UINX01000003
GCA_021082345.1	virulence_ecoli	tia	99.73	738 / 738	"JAHVTH010000003.1 Escherichia coli strain 05_A_5_5_1 NODE_3_length_233562_cov_43.118680, whole genome shotgun sequence"	2527..3264	 Tia Invasion determinant	CP015995
GCA_021082345.1	virulence_ecoli	traJ	98.69	687 / 687	"JAHVTH010000031.1 Escherichia coli strain 05_A_5_5_1 NODE_31_length_49761_cov_63.084720, whole genome shotgun sequence"	33087..33773	  Protein TraJ (Positive regulator of conjugal transfer operon)	CP007150
GCA_021082345.1	virulence_ecoli	traT	100	732 / 732	"JAHVTH010000062.1 Escherichia coli strain 05_A_5_5_1 NODE_62_length_16899_cov_63.290782, whole genome shotgun sequence"	5091..5822	  Outer membrane protein complement resistance	CP009167
GCA_021082345.1	virulence_ecoli	yehA	98.26	1035 / 1035	"JAHVTH010000024.1 Escherichia coli strain 05_A_5_5_1 NODE_24_length_69740_cov_35.259520, whole genome shotgun sequence"	48457..49491	"  Outer membrane lipoprotein, YHD fimbriael cluster"	CP042934
GCA_021082345.1	virulence_ecoli	yehB	98.71	2481 / 2481	"JAHVTH010000024.1 Escherichia coli strain 05_A_5_5_1 NODE_24_length_69740_cov_35.259520, whole genome shotgun sequence"	45961..48441	" Usher, YHD fimbriael cluster"	CP042934
GCA_021082345.1	virulence_ecoli	yehC	97.63	675 / 675	"JAHVTH010000024.1 Escherichia coli strain 05_A_5_5_1 NODE_24_length_69740_cov_35.259520, whole genome shotgun sequence"	45271..45945	" Chaperone, YHD fimbriael cluster"	CP042934
GCA_021082345.1	virulence_ecoli	yehD	98.71	543 / 543	"JAHVTH010000024.1 Escherichia coli strain 05_A_5_5_1 NODE_24_length_69740_cov_35.259520, whole genome shotgun sequence"	44649..45191	" Major pilin subunit, YHD fimbriael cluster"	CP042934
GCA_021082345.1	stx	stx2	99.6	1242 / 1242	"JAHVTH010000028.1 Escherichia coli strain 05_A_5_5_1 NODE_28_length_64061_cov_46.898411, whole genome shotgun sequence"	7745..8986	"O9 CB10366, variant i"	FN252457
GCA_021082805.1	virulence_ecoli	AslA	94.09	1657 / 1656	"JAHVUE010000032.1 Escherichia coli strain 08_A_26_1_2 NODE_32_length_52164_cov_64.142034, whole genome shotgun sequence"	34968..36623		CP054236
GCA_021082805.1	virulence_ecoli	cba	99.93	1536 / 1536	"JAHVUE010000068.1 Escherichia coli strain 08_A_26_1_2 NODE_68_length_17609_cov_86.674980, whole genome shotgun sequence"	10827..12362	  Colicin B	FJ664743
GCA_021082805.1	virulence_ecoli	cia	100	147 / 147	"JAHVUE010000068.1 Escherichia coli strain 08_A_26_1_2 NODE_68_length_17609_cov_86.674980, whole genome shotgun sequence"	3252..3398	  Colicin ia	QMGM01000002
GCA_021082805.1	virulence_ecoli	cma	99.75	816 / 816	"JAHVUE010000068.1 Escherichia coli strain 08_A_26_1_2 NODE_68_length_17609_cov_86.674980, whole genome shotgun sequence"	9223..10038	  Colicin M activity	FJ664724
GCA_021082805.1	virulence_ecoli	csgA	100	456 / 456	"JAHVUE010000016.1 Escherichia coli strain 08_A_26_1_2 NODE_16_length_102503_cov_47.076815, whole genome shotgun sequence"	100806..101261	 curlin major subunit CsgA	CP069646
GCA_021082805.1	virulence_ecoli	eltIIAB-a	98.33	1141 / 1141	"JAHVUE010000058.1 Escherichia coli strain 08_A_26_1_2 NODE_58_length_28461_cov_44.340086, whole genome shotgun sequence"	5061..6201	   Heat-labile enterotoxin LTII-a	JQ031711
GCA_021082805.1	virulence_ecoli	fdeC	92.86	4258 / 4254	"JAHVUE010000024.1 Escherichia coli strain 08_A_26_1_2 NODE_24_length_70845_cov_56.274188, whole genome shotgun sequence"	48080..52330	 intimin-like adhesin FdeC	AP010953
GCA_021082805.1	virulence_ecoli	fimH	100	489 / 489	"JAHVUE010000050.1 Escherichia coli strain 08_A_26_1_2 NODE_50_length_32770_cov_60.069601, whole genome shotgun sequence"	22567..23055	   Type 1 fimbriae	NA
GCA_021082805.1	virulence_ecoli	gad	100	1401 / 1401	"JAHVUE010000013.1 Escherichia coli strain 08_A_26_1_2 NODE_13_length_121133_cov_63.272548, whole genome shotgun sequence"	75973..77373	  Glutamate decarboxylase	AP010953
GCA_021082805.1	virulence_ecoli	gad	99.93	1401 / 1401	"JAHVUE010000043.1 Escherichia coli strain 08_A_26_1_2 NODE_43_length_38474_cov_43.643388, whole genome shotgun sequence"	18663..20063	  Glutamate decarboxylase	U00096
GCA_021082805.1	virulence_ecoli	hlyE	97.82	919 / 918	"JAHVUE010000026.1 Escherichia coli strain 08_A_26_1_2 NODE_26_length_66357_cov_45.351261, whole genome shotgun sequence"	8851..9757	  Avian E. coli haemolysin	ECU57430
GCA_021082805.1	virulence_ecoli	iss	99.66	294 / 294	"JAHVUE010000052.1 Escherichia coli strain 08_A_26_1_2 NODE_52_length_32186_cov_51.458467, whole genome shotgun sequence"	17255..17548	  Increased serum survival	CP001846
GCA_021082805.1	virulence_ecoli	mchB	99.66	294 / 294	"JAHVUE010000038.1 Escherichia coli strain 08_A_26_1_2 NODE_38_length_42509_cov_57.213062, whole genome shotgun sequence"	28584..28877	  Microcin H47 part of colicin H	AJ009631
GCA_021082805.1	virulence_ecoli	mchC	99.94	1551 / 1551	"JAHVUE010000038.1 Escherichia coli strain 08_A_26_1_2 NODE_38_length_42509_cov_57.213062, whole genome shotgun sequence"	26762..28312	  MchC protein	FN554766
GCA_021082805.1	virulence_ecoli	mchF	99.71	2097 / 2097	"JAHVUE010000038.1 Escherichia coli strain 08_A_26_1_2 NODE_38_length_42509_cov_57.213062, whole genome shotgun sequence"	22769..24864	  ABC transporter protein MchF	FN554766
GCA_021082805.1	virulence_ecoli	mcmA	100	279 / 279	"JAHVUE010000038.1 Escherichia coli strain 08_A_26_1_2 NODE_38_length_42509_cov_57.213062, whole genome shotgun sequence"	22237..22515	  Microcin M part of colicin H	AJ515251
GCA_021082805.1	virulence_ecoli	nlpI	99.77	885 / 885	"JAHVUE010000004.1 Escherichia coli strain 08_A_26_1_2 NODE_4_length_166420_cov_59.803299, whole genome shotgun sequence"	108118..109002	  lipoprotein NlpI precursor	CP000243
GCA_021082805.1	virulence_ecoli	stx2i-O9-CB10366	99.6	1242 / 1242	"JAHVUE010000028.1 Escherichia coli strain 08_A_26_1_2 NODE_28_length_64062_cov_60.458200, whole genome shotgun sequence"	7745..8986	   stx2i-O9-CB10366	FN252457
GCA_021082805.1	virulence_ecoli	terC	100	714 / 714	"JAHVUE010000001.1 Escherichia coli strain 08_A_26_1_2 NODE_1_length_248630_cov_57.615204, whole genome shotgun sequence"	70218..70931	  Tellurium ion resistance protein	CP007491
GCA_021082805.1	virulence_ecoli	terC	99.9	959 / 966	"JAHVUE010000027.1 Escherichia coli strain 08_A_26_1_2 NODE_27_length_66241_cov_58.532913, whole genome shotgun sequence"	51424..52382	  Tellurium ion resistance protein	MG591698
GCA_021082805.1	virulence_ecoli	terC	100	1041 / 1041	"JAHVUE010000001.1 Escherichia coli strain 08_A_26_1_2 NODE_1_length_248630_cov_57.615204, whole genome shotgun sequence"	237523..238563	  Tellurium ion resistance protein	UINX01000003
GCA_021082805.1	virulence_ecoli	tia	99.73	738 / 738	"JAHVUE010000001.1 Escherichia coli strain 08_A_26_1_2 NODE_1_length_248630_cov_57.615204, whole genome shotgun sequence"	230299..231036	 Tia Invasion determinant	CP015995
GCA_021082805.1	virulence_ecoli	traJ	98.69	687 / 687	"JAHVUE010000051.1 Escherichia coli strain 08_A_26_1_2 NODE_51_length_32379_cov_83.941709, whole genome shotgun sequence"	15707..16393	  Protein TraJ (Positive regulator of conjugal transfer operon)	CP007150
GCA_021082805.1	virulence_ecoli	traT	100	732 / 732	"JAHVUE010000069.1 Escherichia coli strain 08_A_26_1_2 NODE_69_length_16961_cov_82.110431, whole genome shotgun sequence"	5090..5821	  Outer membrane protein complement resistance	CP009167
GCA_021082805.1	virulence_ecoli	yehA	98.26	1035 / 1035	"JAHVUE010000008.1 Escherichia coli strain 08_A_26_1_2 NODE_8_length_140419_cov_47.834787, whole genome shotgun sequence"	52372..53406	"  Outer membrane lipoprotein, YHD fimbriael cluster"	CP042934
GCA_021082805.1	virulence_ecoli	yehB	98.71	2481 / 2481	"JAHVUE010000008.1 Escherichia coli strain 08_A_26_1_2 NODE_8_length_140419_cov_47.834787, whole genome shotgun sequence"	49876..52356	" Usher, YHD fimbriael cluster"	CP042934
GCA_021082805.1	virulence_ecoli	yehC	97.63	675 / 675	"JAHVUE010000008.1 Escherichia coli strain 08_A_26_1_2 NODE_8_length_140419_cov_47.834787, whole genome shotgun sequence"	49186..49860	" Chaperone, YHD fimbriael cluster"	CP042934
GCA_021082805.1	virulence_ecoli	yehD	98.71	543 / 543	"JAHVUE010000008.1 Escherichia coli strain 08_A_26_1_2 NODE_8_length_140419_cov_47.834787, whole genome shotgun sequence"	48564..49106	" Major pilin subunit, YHD fimbriael cluster"	CP042934
GCA_021082805.1	stx	stx2	99.6	1242 / 1242	"JAHVUE010000028.1 Escherichia coli strain 08_A_26_1_2 NODE_28_length_64062_cov_60.458200, whole genome shotgun sequence"	7745..8986	"O9 CB10366, variant i"	FN252457
GCA_021492705.1	virulence_ecoli	csgA	98.68	456 / 456	"ABEQVV010000011.1 Escherichia coli strain 1560496 SAMN25002964-rid13742423.denovo.011, whole genome shotgun sequence"	149191..149646	 curlin major subunit CsgA	CP069646
GCA_021492705.1	virulence_ecoli	eltIIAB-a	98.33	1141 / 1141	"ABEQVV010000010.1 Escherichia coli strain 1560496 SAMN25002964-rid13742423.denovo.010, whole genome shotgun sequence"	133049..134189	   Heat-labile enterotoxin LTII-a	JQ031711
GCA_021492705.1	virulence_ecoli	fdeC	95.49	4254 / 4254	"ABEQVV010000027.1 Escherichia coli strain 1560496 SAMN25002964-rid13742423.denovo.027, whole genome shotgun sequence"	14340..18593	 intimin-like adhesin FdeC	AP010953
GCA_021492705.1	virulence_ecoli	fimH	100	489 / 489	"ABEQVV010000007.1 Escherichia coli strain 1560496 SAMN25002964-rid13742423.denovo.007, whole genome shotgun sequence"	55017..55505	   Type 1 fimbriae	NA
GCA_021492705.1	virulence_ecoli	gad	100	1401 / 1401	"ABEQVV010000002.1 Escherichia coli strain 1560496 SAMN25002964-rid13742423.denovo.002, whole genome shotgun sequence"	224859..226259	  Glutamate decarboxylase	CU928160
GCA_021492705.1	virulence_ecoli	hha	91.67	180 / 213	"ABEQVV010000035.1 Escherichia coli strain 1560496 SAMN25002964-rid13742423.denovo.035, whole genome shotgun sequence"	51535..51714	 hemolysin expression modulator Hha (previous rmoA)	453331
GCA_021492705.1	virulence_ecoli	hlyE	99.13	918 / 918	"ABEQVV010000011.1 Escherichia coli strain 1560496 SAMN25002964-rid13742423.denovo.011, whole genome shotgun sequence"	38790..39706	  Avian E. coli haemolysin	ECU57430
GCA_021492705.1	virulence_ecoli	iss	100	294 / 294	"ABEQVV010000001.1 Escherichia coli strain 1560496 SAMN25002964-rid13742423.denovo.001, whole genome shotgun sequence"	260479..260772	  Increased serum survival	CP001665
GCA_021492705.1	virulence_ecoli	lpfA	100	573 / 573	"ABEQVV010000025.1 Escherichia coli strain 1560496 SAMN25002964-rid13742423.denovo.025, whole genome shotgun sequence"	38411..38983	  Long polar fimbriae	KC207123
GCA_021492705.1	virulence_ecoli	nlpI	99.77	885 / 885	"ABEQVV010000015.1 Escherichia coli strain 1560496 SAMN25002964-rid13742423.denovo.015, whole genome shotgun sequence"	16222..17106	  lipoprotein NlpI precursor	CP000243
GCA_021492705.1	virulence_ecoli	ompT	99.72	363 / 363	"ABEQVV010000061.1 Escherichia coli strain 1560496 SAMN25002964-rid13742423.denovo.063, whole genome shotgun sequence"	1092..1454	  Outer membrane protease (protein protease 7)	UDHB01000050
GCA_021492705.1	virulence_ecoli	shiB	96.26	428 / 462	"ABEQVV010000054.1 Escherichia coli strain 1560496 SAMN25002964-rid13742423.denovo.055, whole genome shotgun sequence"	4781..5208	 homologs of the Shigella flexneri SHI-2 pathogenicity island gene shiA	AAD44732
GCA_021492705.1	virulence_ecoli	stx2i-O9-CB10366	99.6	1242 / 1242	"ABEQVV010000067.1 Escherichia coli strain 1560496 SAMN25002964-rid13742423.denovo.069, whole genome shotgun sequence"	918..2159	   stx2i-O9-CB10366	FN252457
GCA_021492705.1	virulence_ecoli	stx2i-O9-CB10366	99.6	1242 / 1242	"ABEQVV010000178.1 Escherichia coli strain 1560496 SAMN25002964-rid13742423.guided.079, whole genome shotgun sequence"	2490..3731	   stx2i-O9-CB10366	FN252457
GCA_021492705.1	virulence_ecoli	terC	100	714 / 714	"ABEQVV010000005.1 Escherichia coli strain 1560496 SAMN25002964-rid13742423.denovo.005, whole genome shotgun sequence"	83799..84512	  Tellurium ion resistance protein	CP007491
GCA_021492705.1	virulence_ecoli	terC	100	1041 / 1041	"ABEQVV010000122.1 Escherichia coli strain 1560496 SAMN25002964-rid13742423.denovo.129, whole genome shotgun sequence"	40..1080	  Tellurium ion resistance protein	CYAS01000072
GCA_021492705.1	virulence_ecoli	terC	100	941 / 1041	"ABEQVV010000104.1 Escherichia coli strain 1560496 SAMN25002964-rid13742423.denovo.110, whole genome shotgun sequence"	684..1624	  Tellurium ion resistance protein	KR653209
GCA_021492705.1	virulence_ecoli	terC	100	941 / 1041	"ABEQVV010000104.1 Escherichia coli strain 1560496 SAMN25002964-rid13742423.denovo.110, whole genome shotgun sequence"	684..1624	  Tellurium ion resistance protein	KU341381
GCA_021492705.1	virulence_ecoli	terC	98.85	959 / 966	"ABEQVV010000024.1 Escherichia coli strain 1560496 SAMN25002964-rid13742423.denovo.024, whole genome shotgun sequence"	35992..36950	  Tellurium ion resistance protein	MG591698
GCA_021492705.1	virulence_ecoli	tia	99.86	738 / 738	"ABEQVV010000047.1 Escherichia coli strain 1560496 SAMN25002964-rid13742423.denovo.048, whole genome shotgun sequence"	16250..16987	 Tia Invasion determinant	CP010172
GCA_021492705.1	virulence_ecoli	yehA	98.06	1033 / 1035	"ABEQVV010000008.1 Escherichia coli strain 1560496 SAMN25002964-rid13742423.denovo.008, whole genome shotgun sequence"	75868..76900	"  Outer membrane lipoprotein, YHD fimbriael cluster"	CP042934
GCA_021492705.1	virulence_ecoli	yehB	97.86	2481 / 2481	"ABEQVV010000008.1 Escherichia coli strain 1560496 SAMN25002964-rid13742423.denovo.008, whole genome shotgun sequence"	76916..79396	" Usher, YHD fimbriael cluster"	CP042934
